date_published,id,type,country,country_code,name,status,admin_year,intersected_area_ha_cumulative,illegality_very_high_affected_area_ha,illegality_very_high_affected_area_pct,illegality_high_affected_area_ha,illegality_high_affected_area_pct,illegality_medium_affected_area_ha,illegality_medium_affected_area_pct,illegality_low_affected_area_ha,illegality_low_affected_area_pct,illegality_na_affected_area_ha,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy
2026-09-22,BR1012_0,protected_areas,Brazil,BR,FLORESTA NACIONAL ALTAMIRA,,202503,1526.82,2.46,0.002,1289.51,0.845,234.85,0.154,0.0,0.0,0.0,-55.603549,-6.465953,-54.664321,-5.4026
2026-09-22,BR1820_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DE ITACAIUNAS,,202503,205.72,0.0,0.0,205.72,1.0,0.0,0.0,0.0,0.0,0.0,-51.400139,-6.055918,-50.508906,-5.763828
2026-09-22,BR164_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DE ITAITUBA I,,202503,1397.16,12.05,0.009,1367.95,0.979,17.16,0.012,0.0,0.0,0.0,-56.981096,-5.562591,-56.104919,-5.173349
2026-09-22,BR1253_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DE ITAITUBA II,,202503,1135.0,0.0,0.0,1035.35,0.912,99.66,0.088,0.0,0.0,-0.01,-56.83829,-5.500172,-56.036751,-4.68405
2026-09-22,BR879_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DE JATUARANA,,202503,6.71,0.0,0.0,6.71,1.0,0.0,0.0,0.0,0.0,0.0,-59.975587,-8.099153,-58.922761,-6.954985
2026-09-22,BR285_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DE PAU-ROSA,,202503,10.37,0.0,0.0,10.37,1.0,0.0,0.0,0.0,0.0,0.0,-58.853212,-5.591093,-57.091174,-3.741091
2026-09-22,BR1212_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DE SARACÁ-TAQUERA,,202503,266.77,0.0,0.0,4.98,0.019,0.0,0.0,261.79,0.981,0.0,-57.178646,-1.904838,-56.038912,-1.389687
2026-09-22,BR1159_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DE URUPADI,,202503,3434.83,1.15,0.0,3051.7,0.888,361.97,0.105,20.02,0.006,-0.01,-58.919971,-6.606474,-57.836624,-5.548479
2026-09-22,BR1018_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DO AMANÁ,,202503,14139.98,1.81,0.0,12831.49,0.907,1306.11,0.092,0.57,0.0,0.0,-58.031212,-6.00358,-56.974854,-4.71493
2026-09-22,BR561_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DO CREPORI,,202503,4346.79,0.0,0.0,3839.68,0.883,493.36,0.113,13.64,0.003,0.11,-57.523135,-7.224969,-56.598858,-5.881983
2026-09-22,BR1936_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DO JAMANXIM,,202503,3124.78,0.0,0.0,2280.74,0.73,841.59,0.269,2.45,0.001,0.0,-56.254879,-8.614433,-55.235741,-6.350261
2026-09-22,BR213_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DO JAMARI,,202503,1093.75,0.0,0.0,48.66,0.044,78.93,0.072,966.16,0.883,0.0,-63.21358,-9.48186,-62.73508,-8.961409
2026-09-22,BR1974_0,protected_areas,Brazil,BR,FLORESTA NACIONAL DO TRAIRÃO,,202503,114.87,0.0,0.0,114.87,1.0,0.0,0.0,0.0,0.0,0.0,-55.951344,-5.276227,-55.137027,-4.465983
2026-09-22,BR1346_0,protected_areas,Brazil,BR,PARQUE ESTADUAL IGARAPÉS DO JURUENA,,202503,27.22,27.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.469702,-9.002676,-58.446042,-8.800392
2026-09-22,BR1817_0,protected_areas,Brazil,BR,PARQUE NACIONAL DA AMAZÔNIA,,202503,48.28,48.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.474452,-4.948258,-55.992728,-3.650048
2026-09-22,BR1220_0,protected_areas,Brazil,BR,PARQUE NACIONAL DA SERRA DO PARDO,,202503,17.52,17.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.44982,-6.137322,-52.563772,-5.480353
2026-09-22,BR890_0,protected_areas,Brazil,BR,PARQUE NACIONAL DO ACARI,,202503,129.29,129.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59.886272,-6.756244,-58.801006,-5.652799
2026-09-22,BR2009_0,protected_areas,Brazil,BR,PARQUE NACIONAL DO JAMANXIM,,202503,2204.99,2182.97,0.99,9.85,0.004,12.17,0.006,0.0,0.0,0.0,-56.441101,-6.18539,-55.256401,-5.02632
2026-09-22,BR1326_0,protected_areas,Brazil,BR,PARQUE NACIONAL DO JURUENA,,202503,784.38,781.79,0.997,1.5,0.002,1.08,0.001,0.0,0.0,0.01,-59.366909,-9.200163,-57.664729,-6.881476
2026-09-22,BR1677_0,protected_areas,Brazil,BR,PARQUE NACIONAL DO RIO NOVO,,202503,4112.88,3821.56,0.929,88.4,0.021,156.96,0.038,45.75,0.011,0.21,-57.114971,-8.276291,-55.719818,-7.20651
2026-09-22,BR811_0,protected_areas,Brazil,BR,PARQUE NACIONAL DOS CAMPOS AMAZÔNICOS,,202503,373.66,373.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62.099931,-9.037364,-60.427728,-7.698728
2026-09-22,BR1190_0,protected_areas,Brazil,BR,PARQUE NACIONAL MAPINGUARI,,202503,490.91,235.73,0.48,0.75,0.002,14.07,0.029,240.35,0.49,0.01,-65.680733,-9.607856,-63.568075,-7.398495
2026-09-22,BR18_0,protected_areas,Brazil,BR,PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE,,202503,406.84,404.83,0.995,2.01,0.005,0.0,0.0,0.0,0.0,0.0,-54.790966,0.684281,-51.57172,3.509328
2026-09-22,BR997_0,protected_areas,Brazil,BR,RESERVA BIOLÓGICA DE MAICURU,,202503,701.2,276.17,0.394,0.0,0.0,0.0,0.0,425.02,0.606,0.01,-54.901149,-0.32194,-53.530287,1.84933
2026-09-22,BR1651_0,protected_areas,Brazil,BR,RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO,,202503,66.02,66.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.99113,-9.37375,-54.369369,-8.653617
2026-09-22,BR1380_0,protected_areas,Brazil,BR,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM,,202503,353.16,0.0,0.0,353.16,1.0,0.0,0.0,0.0,0.0,0.0,-69.876363,-6.465158,-68.113835,-4.332427
2026-09-22,BR944_0,protected_areas,Brazil,BR,RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU,,202503,211.67,0.0,0.0,66.8,0.316,144.87,0.684,0.0,0.0,0.0,-53.178811,-0.484216,-52.166204,0.868052
2026-09-22,BR474_0,protected_areas,Brazil,BR,RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA,,202503,5.29,0.0,0.0,5.29,1.0,0.0,0.0,0.0,0.0,0.0,-70.193788,-10.336054,-68.841518,-9.021348
2026-09-22,BR189_0,protected_areas,Brazil,BR,RESERVA EXTRATIVISTA DO RIO JUTAÍ,,202503,76.25,0.0,0.0,76.25,1.0,0.0,0.0,0.0,0.0,0.0,-67.588403,-3.868645,-67.051758,-3.053654
2026-09-22,BR1908_0,protected_areas,Brazil,BR,RESERVA EXTRATIVISTA MUNICIPAL BEIJA FLOR BRILHO DE FOGO,,202503,1.26,0.0,0.0,0.0,0.0,1.26,1.0,0.0,0.0,0.0,-52.498523,0.709141,-52.118735,0.953142
2026-09-22,BR632_0,protected_areas,Brazil,BR,RESERVA EXTRATIVISTA RIO IRIRI,,202503,26.37,0.0,0.0,26.37,1.0,0.0,0.0,0.0,0.0,0.0,-54.85662,-5.479029,-53.619801,-4.393811
2026-09-22,BR804_0,protected_areas,Brazil,BR,RESERVA EXTRATIVISTA RIOZINHO DO ANFRÍSIO,,202503,86.99,0.0,0.0,86.99,1.0,0.0,0.0,0.0,0.0,0.0,-55.62339,-5.402201,-54.551277,-4.409431
2026-09-22,BR532_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO METROLPOLITANA DE BELÉM,,202503,37.48,0.67,0.018,36.81,0.982,0.0,0.0,0.0,0.0,0.0,-48.459579,-1.478368,-48.337899,-1.383058
2026-09-22,BR397_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,,202503,9.97,0.0,0.0,9.97,1.0,0.0,0.0,0.0,0.0,0.0,-60.414698,-2.269339,-59.291394,-1.193128
2026-09-22,BR1467_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ,,202503,16.94,0.0,0.0,16.94,1.0,0.0,0.0,0.0,0.0,0.0,-51.433411,-1.912328,-48.389671,0.74687
2026-09-22,BR1001_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO,,202503,23.97,0.0,0.0,23.97,1.0,0.0,0.0,0.0,0.0,0.0,-50.478762,-6.007085,-49.963972,-5.857079
2026-09-22,BR1888_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,,202503,102184.51,72.54,0.001,57429.12,0.562,34546.9,0.338,10132.66,0.099,3.29,-57.643398,-7.94041,-55.835609,-5.315793
2026-09-22,BR2082_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES,,202503,31.16,0.0,0.0,31.16,1.0,0.0,0.0,0.0,0.0,0.0,-61.515519,-3.315245,-59.985741,-2.103669
2026-09-22,BR1625_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU,,202503,304.61,0.0,0.0,177.69,0.583,0.0,0.0,126.92,0.417,0.0,-55.955914,-15.710804,-55.562025,-15.445315
2026-09-22,BR597_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL NASCENTES DO RIO PARAGUAI,,202503,1381.14,0.0,0.0,197.7,0.143,50.11,0.036,1133.23,0.821,0.1,-56.675269,-14.750271,-56.249994,-14.455139
2026-09-22,BR1293_0,protected_areas,Brazil,BR,ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU,,202503,2672.92,0.0,0.0,895.08,0.335,359.24,0.134,1418.39,0.531,0.21,-53.938695,-7.213559,-51.978613,-5.618437
2026-09-22,BR957_0,protected_areas,Brazil,BR,ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE,,202503,230.51,0.0,0.0,230.51,1.0,0.0,0.0,0.0,0.0,0.0,-45.532367,-4.0,-44.4,-1.983333
2026-09-22,BR715_0,protected_areas,Brazil,BR,ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES,,202503,4021.79,0.0,0.0,2769.55,0.689,99.66,0.025,1152.57,0.287,0.01,-46.162487,-2.583333,-44.3555,-1.042108
2026-09-22,BR1399_0,protected_areas,Brazil,BR,ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS,,202503,41.77,0.0,0.0,36.79,0.881,4.98,0.119,0.0,0.0,0.0,-44.374602,-3.249627,-44.018961,-2.397906
2026-09-22,CO55_0,protected_areas,Colombia,CO,Puinawai,REGISTRADA,202503,56.23,56.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.716703,1.729358,-68.669467,2.984338
2026-09-22,CO146_0,protected_areas,Colombia,CO,Río Puré,REGISTRADA,202503,66.43,66.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.761183,-2.435497,-69.45939,-1.507474
2026-09-22,ECv_fa210_snap_a.30_0,protected_areas,Ecuador,EC,EL ZARZA,EN REVISIÓN,202503,6.51,5.45,0.836,0.0,0.0,0.0,0.0,1.07,0.164,-0.01,-78.573303,-3.85428,-78.500897,-3.781537
2026-09-22,ECv_fa210_snap_a.7_0,protected_areas,Ecuador,EC,SANGAY,EN REVISIÓN,202503,26.2,24.68,0.942,1.52,0.058,0.0,0.0,0.0,0.0,0.0,-78.952218,-2.655804,-78.061676,-1.444489
2026-09-22,GF12023_0,protected_areas,French Guiana,GF,Abattis et Montagne Kotika,creada,202503,218.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.81,-54.329926,3.890352,-54.127079,4.109092
2026-09-22,GF12318_0,protected_areas,French Guiana,GF,Kaw-Roura,creada,202503,153.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.1,-52.422366,4.36521,-52.159095,4.856506
2026-09-22,GF12019_0,protected_areas,French Guiana,GF,Lucifer Dékou-Dékou,creada,202503,2900.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.39,-54.070833,4.575953,-53.747965,4.995921
2026-09-22,GF12033_0,protected_areas,French Guiana,GF,Nouragues,creada,202503,97.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.87,-52.94262,3.861443,-52.561926,4.259573
2026-09-22,GF12315_0,protected_areas,French Guiana,GF,Parc Amazonien de Guyane,creada,202503,3034.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3034.52,-54.602416,2.111076,-52.039153,4.468047
2026-09-22,GF12317_0,protected_areas,French Guiana,GF,Parc Naturel Régional de la Guyane,creada,202503,2474.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2474.06,-53.994774,3.892776,-51.550323,6.023278
2026-09-22,GF12001_0,protected_areas,French Guiana,GF,Trinité,creada,202503,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,-53.434206,4.399861,-53.169334,4.744028
2026-09-22,GY15001_0,protected_areas,Guyana,GY,Extended Kaieteur,creada,202503,116.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.17,-59.642502,5.037339,-59.369002,5.317939
2026-09-22,GY15003_0,protected_areas,Guyana,GY,Iwokrama,creada,202503,27.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.45,-59.268613,4.12729,-58.483415,4.842061
2026-09-22,PE27_0,protected_areas,Peru,PE,Amarakaeri,,202503,4.98,0.0,0.0,4.98,1.0,0.0,0.0,0.0,0.0,0.0,-71.332581,-13.277247,-70.49334,-12.308824
2026-09-22,PERC03_0,protected_areas,Peru,PE,Amarakaeri - Buffer,,202503,16706.62,43.19,0.003,4826.0,0.289,3574.28,0.214,8261.78,0.495,1.37,-71.403461,-13.281401,-70.393596,-12.264114
2026-09-22,PE17_0,protected_areas,Peru,PE,Bahuaja-Sonene,,202503,8.21,8.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.339633,-13.944255,-68.712302,-12.661179
2026-09-22,PEPN08_0,protected_areas,Peru,PE,Bahuaja-Sonene - Buffer,,202503,5312.73,1.74,0.0,4363.83,0.821,386.41,0.073,560.66,0.106,0.09,-70.39857,-14.119637,-68.939147,-12.93544
2026-09-22,PERC02_0,protected_areas,Peru,PE,El Sira - Buffer,,202503,3383.34,27.42,0.008,1972.59,0.583,672.28,0.199,710.86,0.21,0.19,-75.043228,-10.920531,-73.943791,-8.696266
2026-09-22,PE821_0,protected_areas,Peru,PE,Gran Pajatén,,202503,11.68,0.0,0.0,11.68,1.0,0.0,0.0,0.0,0.0,0.0,-78.038154,-8.57016,-76.491884,-6.245584
2026-09-22,PE359_0,protected_areas,Peru,PE,Los Amigos,,202503,1.61,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.0,0.0,-70.100421,-12.586986,-70.082052,-12.570771
2026-09-22,PE278_0,protected_areas,Peru,PE,Panguana,,202503,0.0,,,,,,,,,0.0,-74.938458,-9.634343,-74.9276,-9.606812
2026-09-22,PE23_0,protected_areas,Peru,PE,Sierra del Divisor,,202503,5.85,5.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.995073,-8.138547,-73.104041,-6.151844
2026-09-22,PE46_0,protected_areas,Peru,PE,Tambopata,,202503,1443.01,0.0,0.0,1265.99,0.877,0.0,0.0,177.01,0.123,0.01,-70.099871,-13.173034,-68.731513,-12.503938
2026-09-22,PERN09_0,protected_areas,Peru,PE,Tambopata - Buffer,,202503,25210.81,349.26,0.014,21820.43,0.866,1446.81,0.057,1594.01,0.063,0.3,-70.371533,-13.174004,-68.65278,-12.450849
2026-09-22,SR7.0_0,protected_areas,Suriname,SR,Brinckheuvel,Created,202503,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09,-55.384594,5.103567,-55.277597,5.210061
2026-09-22,SR19.0_0,protected_areas,Suriname,SR,Brownsberg,Created,202503,1806.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806.93,-55.229746,4.803841,-55.130117,4.983567
2026-09-22,VE55035_0,protected_areas,Venezuela,VE,Canaima,creada,202503,2416.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416.59,-62.985738,4.68678,-60.673744,6.47978
2026-09-22,VE55043_0,protected_areas,Venezuela,VE,Caura,creada,202503,805.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.34,-65.760131,3.840267,-63.166667,7.483481
2026-09-22,VE55005_0,protected_areas,Venezuela,VE,Cerro Guaiquinima,creada,202503,272.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.76,-64.166667,5.5,-63.333333,6.166667
2026-09-22,VE57007_0,protected_areas,Venezuela,VE,Dorado Tumeremo,creada,202503,1080.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.84,-61.618048,6.69726,-61.392683,7.127961
2026-09-22,VE55038_0,protected_areas,Venezuela,VE,Duida Marahuaca,creada,202503,18.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.67,-66.0,3.0,-65.0,4.0
2026-09-22,VE57005_0,protected_areas,Venezuela,VE,El Frío,creada,202503,435.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.69,-63.029456,6.746837,-62.552347,7.32454
2026-09-22,VE57002_0,protected_areas,Venezuela,VE,Imataca,creada,202503,44258.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44258.1,-62.408081,5.962778,-59.806376,8.635377
2026-09-22,VE57003_0,protected_areas,Venezuela,VE,La Paragua,creada,202503,10213.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10213.99,-63.91229,5.620843,-62.785323,6.915825
2026-09-22,VE55018_0,protected_areas,Venezuela,VE,Macizo Cuao-Sipapo y Cerro Moriche,creada,202503,107.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.74,-67.5,4.333333,-66.3,5.166667
2026-09-22,VE55040_0,protected_areas,Venezuela,VE,Parima Tapirapeco,creada,202503,534.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.65,-65.588615,1.133162,-63.354771,4.067163
2026-09-22,VE57004_0,protected_areas,Venezuela,VE,San Pedro,creada,202503,6159.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6159.33,-62.906647,6.132083,-61.6183,7.297123
2026-09-22,VE55041_0,protected_areas,Venezuela,VE,Serranía La Neblina,creada,202503,177.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.7,-66.566459,0.646933,-64.997844,1.936139
2026-09-22,VE55030_0,protected_areas,Venezuela,VE,Sierra Maigualida,creada,202503,5.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,-65.666667,4.833333,-64.666667,6.5
2026-09-22,VE57001_0,protected_areas,Venezuela,VE,Sipapo,creada,202503,117.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.79,-67.803229,4.008099,-66.3848,5.772995
2026-09-22,VE55042_0,protected_areas,Venezuela,VE,Yapacana,creada,202503,3725.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3725.06,-67.037854,3.518354,-66.535112,4.170087
