pt_id,admin_country,admin_country_code,admin_name_field,pt_intersected_area_ha
1074,Peru,PE,LA CONVENCION,67.4637221275341
1082,Peru,PE,TAMBOPATA,26800.289998559103
1086,Peru,PE,LA CONVENCION,40.680600088970884
1106,Peru,PE,LAMAS,54.95725757888861
1194,Peru,PE,MAYNAS,1.6958665791679908
1299,Peru,PE,TAMBOPATA,2.426411065780268
1301,Peru,PE,MANU,0.036599458220263545
1324,Suriname,SR,Brokopondo,1949.4623476380496
1327,Suriname,SR,Brokopondo,1229.7529784872588
1333,Venezuela,VE,Guayapo,142.55343012387036
1334,Venezuela,VE,Barceloneta,11523.467546838192
1335,Venezuela,VE,Dalla Costa,240.79315434221
1337,Venezuela,VE,Pedro Cova,5897.325824165626
1337,Venezuela,VE,Sección Capital Roscio,1681.30091774555
1337,Venezuela,VE,Sección Capital el Callao,525.3769569887475
1339,Guyana,GY,Barima-Waini,1055.0964562612708
1339,Guyana,GY,Cuyuni-Mazaruni,949.9701085285999
1339,Venezuela,VE,Almirante Luis Brión,643.1082022622568
1339,Venezuela,VE,Dalla Costa,14684.67758720631
1339,Venezuela,VE,Francisco Aniceto Lugo,2502.5264966982377
1339,Venezuela,VE,San Isidro,33364.45370326613
1339,Venezuela,VE,Sección Capital Sifontes,7271.006906643902
1341,Venezuela,VE,Barceloneta,457.95116018523424
1341,Venezuela,VE,Ikabaru,108.0563815856804
1341,Venezuela,VE,Pedro Cova,47.823117401551485
1341,Venezuela,VE,San Isidro,160.16652543511108
1341,Venezuela,VE,Sección Capital Gran Sabana,3543.173553008876
1343,Venezuela,VE,Solano,142.40496185801004
1345,Venezuela,VE,Ascensión Farreras,27.553673002120462
1348,Venezuela,VE,Yacapana,5701.78427802945
1350,Venezuela,VE,Ariapo,900.1399626177664
1350,Venezuela,VE,Ascensión Farreras,27.553673002120462
1350,Venezuela,VE,Barceloneta,374.48982551732684
1350,Venezuela,VE,Motiaco,82.30244555596093
1356,Venezuela,VE,Guayapo,142.55343012387036
1356,Venezuela,VE,Medio Ventuari,27.072630437863875
1367,Venezuela,VE,Ariapo,16.521842455472633
1367,Venezuela,VE,Barceloneta,374.4898240322059
1371,Venezuela,VE,Mavaca,314.6235334920203
1371,Venezuela,VE,Sierra Parima,1107.1741244769075
